CLAVE ENTIDAD,ENTIDAD,CLAVE MUNICIPIO,MUNICIPIO,PRODUCTO_ID,CULTIVO,SUPERFICE COSECHADA (ha),VOLUMEN DE LA PRODUCCIÓN (ton),VALOR DE LA PRODUCCIÓN (pesos),VALOR PROD. / SUP. COSECHADA
14,Jalisco,84,Talpa de Allende,89700,Tomate rojo (jitomate),9,376,2718888,302099
8,Chihuahua,67,Valle de Zaragoza,76700,Melón,16,376,1054000,65875
15,México,90,Tenango del Valle,86600,Rye grass en verde,16,376,220983,13811
15,México,96,Tequixquiac,91100,Triticale grano,235,376,1219819,5191
8,Chihuahua,61,Satevó,79600,Nuez,220,376,26334000,119700
15,México,68,Ozumba,63100,Col (repollo),19,376,863281,45436
12,Guerrero,46,Ometepec,50800,Ajonjolí,750,377,6873555,9165
14,Jalisco,116,Villa Hidalgo,89700,Tomate rojo (jitomate),4,377,5613530,1403383
8,Chihuahua,65,Urique,68400,Frijol,1165,377,3269262,2806
13,Hidalgo,1,Acatlán,59200,Cebada grano,118,378,1432958,12144
15,México,21,Coatepec Harinas,57400,Calabacita,37,378,2815386,76092
14,Jalisco,96,Tizapán El Alto,61300,Chile verde morrón,14,378,3589670,256405
5,Coahuila,6,Castaños,54900,Avena forrajera en verde,25,378,202230,8089
11,Guanajuato,29,San Diego de La Unión,66500,Espárrago,60,378,7427700,123795
13,Hidalgo,7,Almoloya,81000,Papa,21,378,1890000,90000
13,Hidalgo,50,Progreso de Obregón,61200,Chile verde,42,378,2548219,60672
14,Jalisco,52,Juchitlán,87900,Sorgo forrajero en verde,17,378,203760,11986
15,México,80,Sultepec,58200,Caña de azucar,14,378,1198801,85629
14,Jalisco,92,Teocuitatlán de Corona,50600,Aguacate,47,378,4125260,87771
13,Hidalgo,59,Tecozautla,61200,Chile verde,50,379,2124732,42495
14,Jalisco,38,Guachinango,87900,Sorgo forrajero en verde,12,379,155472,12956
12,Guerrero,40,Leonardo Bravo,50600,Aguacate,77,379,3132690,40684
13,Hidalgo,19,Chilcuautla,77900,Nabo forrajero,27,380,346724,12842
17,Morelos,22,Tetela del Volcán,60900,Chilacayote,36,380,1298254,36571
6,Colima,1,Armería,75000,Semilla de maíz grano,80,380,3408600,42608
8,Chihuahua,63,Temósachic,68400,Frijol,436,380,3420000,7844
12,Guerrero,22,Coyuca de Catalán,50600,Aguacate,38,380,2148140,56530
13,Hidalgo,32,Jaltocán,58200,Caña de azucar,8,380,142500,17813
16,Michoacán,50,Maravatío,90500,Trigo grano,102,380,1272981,12542
16,Michoacán,86,Tanhuato,66100,Elote,20,380,1699998,85000
14,Jalisco,119,Zacoalco de Torres,75000,Semilla de maíz grano,47,380,1448791,31090
13,Hidalgo,23,Francisco I. Madero,90900,Triticale forrajero en verde,22,381,201337,9152
12,Guerrero,12,Ayutla de Los Libres,73900,Limón,47,381,1178639,25077
8,Chihuahua,62,Saucillo,88100,Sorgo grano,64,381,1257300,19800
15,México,52,Malinalco,62200,Ciruela,50,381,1384500,27690
8,Chihuahua,14,Coronado,79600,Nuez,476,381,29727360,62400
13,Hidalgo,79,Xochicoatlán,58200,Caña de azucar,15,382,156579,10439
12,Guerrero,67,Tlapehuala,88100,Sorgo grano,163,382,1124799,6901
8,Chihuahua,37,Juárez,54900,Avena forrajera en verde,17,383,175950,10350
11,Guanajuato,29,San Diego de La Unión,63100,Col (repollo),25,383,1453500,58140
11,Guanajuato,31,San Francisco del Rincón,57900,Camote,15,383,1039125,69275
14,Jalisco,107,Tuxcueca,88100,Sorgo grano,66,383,1339800,20300
16,Michoacán,45,Jiquilpan,57400,Calabacita,21,383,1157200,55105
12,Guerrero,51,Quechultenango,89700,Tomate rojo (jitomate),19,383,2806986,147658
14,Jalisco,92,Teocuitatlán de Corona,73900,Limón,29,383,1733418,59856
14,Jalisco,34,Ejutla,89700,Tomate rojo (jitomate),12,384,2995200,249600
14,Jalisco,45,Ixtlahuacán del Río,89800,Tomate verde,24,384,1728000,72000
16,Michoacán,30,Ecuandureo,51300,Alcachofa,20,384,3348480,167424
15,México,88,Tenancingo,57400,Calabacita,35,384,2567008,73343
14,Jalisco,85,Tamazula de Gordiano,56500,Arándano,57,384,7983000,140053
13,Hidalgo,30,Ixmiquilpan,71100,Haba verde,57,385,1446226,25372
7,Chiapas,69,Pijijiapan,89700,Tomate rojo (jitomate),23,385,1762601,78338
8,Chihuahua,23,Galeana,90600,Semilla de trigo grano,70,385,1306617,18666
14,Jalisco,79,Gómez Farías,90500,Trigo grano,70,385,1270500,18150
15,México,22,Cocotitlán,91100,Triticale grano,100,385,1135750,11358
14,Jalisco,116,Villa Hidalgo,59400,Cebolla,21,386,2032350,99139
15,México,68,Ozumba,50600,Aguacate,40,386,3448036,86201
14,Jalisco,81,Santa María de Los Ángeles,81900,Pastos y praderas en verde,24,386,150471,6270
15,México,92,Teotihuacán,79200,Nopalitos,3,386,409849,136616
12,Guerrero,36,Igualapa,73900,Limón,38,386,1210860,31865
13,Hidalgo,78,Xochiatipan,68400,Frijol,789,387,5644506,7154
14,Jalisco,3,Ahualulco de Mercado,89700,Tomate rojo (jitomate),4,387,3811731,952933
12,Guerrero,32,General Heliodoro Castillo,68400,Frijol,565,387,4938903,8749
14,Jalisco,6,Ameca,66100,Elote,18,387,1199700,66650
16,Michoacán,42,Ixtlán,80000,Olleto,10,387,252208,25221
16,Michoacán,88,Tarímbaro,72400,Jícama,13,388,1550000,124000
14,Jalisco,113,San Gabriel,70600,Guayaba,38,388,2215291,59074
5,Coahuila,7,Cuatro Ciénegas,90900,Triticale forrajero en verde,16,388,219220,13701
16,Michoacán,110,Zinapécuaro,50600,Aguacate,55,388,4501300,81842
16,Michoacán,112,Zitácuaro,89800,Tomate verde,26,388,2160535,84727
13,Hidalgo,76,Tula de Allende,93200,Zempoalxochitl,30,389,505050,16835
15,México,42,Ixtlahuaca,55100,Avena grano,185,389,1368297,7396
17,Morelos,27,Totolapan,57400,Calabacita,28,389,1355805,49302
3,Baja California Sur,2,Mulegé,71500,Higo,269,389,7776000,28961
10,Durango,34,Tamazula,62200,Ciruela,144,389,3810240,26460
14,Jalisco,35,Encarnación de Díaz,59200,Cebada grano,80,389,1516320,18954
14,Jalisco,8,Arandas,79200,Nopalitos,9,389,1613479,179275
14,Jalisco,23,Zapotlán el Grande,59400,Cebolla,13,389,2648500,203731
15,México,4,Almoloya de Alquisiras,68200,Fresa,24,389,1570000,65417
5,Coahuila,4,Arteaga,61900,Cilantro,22,389,2724540,123843
12,Guerrero,64,Tlalchapa,89700,Tomate rojo (jitomate),12,389,3134323,272550
11,Guanajuato,4,Apaseo El Alto,75000,Semilla de maíz grano,100,390,4212000,42120
11,Guanajuato,7,Celaya,90600,Semilla de trigo grano,84,390,1774500,21125
11,Guanajuato,24,Pueblo Nuevo,75000,Semilla de maíz grano,100,390,4875000,48750
11,Guanajuato,38,Tarandacuao,81900,Pastos y praderas en verde,5,390,297024,59405
14,Jalisco,44,Ixtlahuacán de Los Membrillos,88100,Sorgo grano,65,390,1361100,20940
14,Jalisco,81,Santa María de Los Ángeles,87900,Sorgo forrajero en verde,30,390,276900,9230
15,México,119,Zumpahuacán,59400,Cebolla,21,390,2900400,138114
16,Michoacán,92,Tiquicheo de Nicolás Romero,87900,Sorgo forrajero en verde,30,390,354900,11830
17,Morelos,19,Tepalcingo,89800,Tomate verde,26,390,1783392,68592
11,Guanajuato,1,Abasolo,61300,Chile verde morrón,6,391,3748800,681600
10,Durango,10,Hidalgo,90500,Trigo grano,1174,391,1750874,1491
15,México,94,Tepetlixpa,50600,Aguacate,36,391,3537099,98253
10,Durango,35,Tepehuanes,86600,Rye grass en verde,15,391,258060,17204
11,Guanajuato,13,Doctor Mora,66500,Espárrago,46,391,8874304,192920
10,Durango,7,Gómez Palacio,63100,Col (repollo),12,391,782400,65200
10,Durango,19,Otáez,81000,Papa,105,392,3891571,37063
14,Jalisco,16,Ayotlán,79200,Nopalitos,14,392,1140998,81500
14,Jalisco,85,Tamazula de Gordiano,97000,Maralfalfa,4,392,321440,80360
16,Michoacán,105,Vista Hermosa,65400,Ebo (janamargo o veza),28,392,348159,12434
16,Michoacán,50,Maravatío,68400,Frijol,302,393,4469037,14823
14,Jalisco,83,Tala,73900,Limón,26,393,2643162,101660
16,Michoacán,74,Cojumatlán de Régules,73300,Lechuga,28,393,1489050,53180
14,Jalisco,21,Casimiro Castillo,73900,Limón,35,393,1898612,54246
7,Chiapas,80,Siltepec,75800,Manzana,132,393,2822358,21382
13,Hidalgo,65,Tetepango,63100,Col (repollo),18,394,1015065,56393
7,Chiapas,30,Chicomuselo,68400,Frijol,573,395,5084795,8874
14,Jalisco,120,Zapopan,50600,Aguacate,25,395,7029910,281196
16,Michoacán,104,Villamar,82100,Pepino,20,395,1342400,67120
12,Guerrero,52,San Luis Acatlán,73900,Limón,36,395,1083905,30108
1,Aguascalientes,5,Jesús María,63300,Coliflor,18,396,1790071,99448
14,Jalisco,50,Jocotepec,50600,Aguacate,30,396,4752000,158400
5,Coahuila,10,Frontera,79600,Nuez,153,397,19857500,130000
14,Jalisco,84,Talpa de Allende,57400,Calabacita,19,397,2477558,132490
14,Jalisco,112,Valle de Juárez,59000,Cebada forrajera en verde,19,397,217770,11462
7,Chiapas,106,Venustiano Carranza,68400,Frijol,1590,398,4988625,3138
16,Michoacán,41,Irimbo,79200,Nopalitos,5,398,813865,162773
13,Hidalgo,80,Yahualica,57100,Café cereza,468,398,2108340,4505
17,Morelos,22,Tetela del Volcán,54900,Avena forrajera en verde,16,398,289809,18113
1,Aguascalientes,11,San Francisco de Los Romo,74900,Maíz grano,550,398,1400400,2546
7,Chiapas,70,El Porvenir,57100,Café cereza,140,398,2188763,15634
15,México,39,Ixtapaluca,89700,Tomate rojo (jitomate),4,398,3770645,1077327
15,México,52,Malinalco,73900,Limón,38,399,1628299,42850
16,Michoacán,28,Churintzio,51700,Alfalfa verde,7,399,281802,40257
13,Hidalgo,11,Atlapexco,57100,Café cereza,444,400,2097900,4725
12,Guerrero,11,Atoyac de Álvarez,76700,Melón,36,400,1635886,45441
8,Chihuahua,30,Guazapares,75800,Manzana,64,400,1588465,24820
12,Guerrero,68,La Unión de Isidoro Montes de Oca,57100,Café cereza,323,400,2748358,8509
6,Colima,6,Ixtlahuacán,82100,Pepino,22,400,1280800,58218
8,Chihuahua,34,Ignacio Zaragoza,87900,Sorgo forrajero en verde,50,400,360000,7200
12,Guerrero,58,Teloloapan,87900,Sorgo forrajero en verde,24,400,369420,15393
14,Jalisco,23,Zapotlán el Grande,63100,Col (repollo),10,400,1506500,150650
15,México,125,Tonanitla,89700,Tomate rojo (jitomate),1,400,3900000,3900000
16,Michoacán,35,La Huacana,88800,Tamarindo,50,400,1332572,26651
16,Michoacán,62,Pajacuarán,63100,Col (repollo),17,400,1148250,67544
16,Michoacán,86,Tanhuato,54900,Avena forrajera en verde,40,400,340000,8500
8,Chihuahua,60,Santa Bárbara,54900,Avena forrajera en verde,16,400,168067,10504
13,Hidalgo,62,Tepehuacán de Guerrero,78500,Naranja,35,400,340170,9860
17,Morelos,27,Totolapan,65400,Ebo (janamargo o veza),58,400,304152,5244
16,Michoacán,35,La Huacana,66000,Ejote,26,400,2962413,113939
15,México,61,Nopaltepec,74900,Maíz grano,270,400,1369202,5071
12,Guerrero,58,Teloloapan,89700,Tomate rojo (jitomate),24,401,2025574,86195
13,Hidalgo,65,Tetepango,68400,Frijol,500,401,3872972,7746
12,Guerrero,18,Copala,81300,Papaya,17,401,1600880,94169
15,México,91,Teoloyucan,89700,Tomate rojo (jitomate),1,401,2351865,2351865
12,Guerrero,44,Mochitlán,89700,Tomate rojo (jitomate),22,401,3081587,141617
8,Chihuahua,7,Balleza,79600,Nuez,223,401,31728001,142278
12,Guerrero,28,Chilapa de Álvarez,58200,Caña de azucar,12,402,499721,41643
12,Guerrero,52,San Luis Acatlán,72200,Jamaica,1256,402,7863404,6261
11,Guanajuato,24,Pueblo Nuevo,68200,Fresa,15,402,2130620,142041
12,Guerrero,50,Pungarabato,89700,Tomate rojo (jitomate),10,402,1608000,160800
17,Morelos,28,Xochitepec,57400,Calabacita,27,402,1406964,52110
14,Jalisco,79,Gómez Farías,89700,Tomate rojo (jitomate),4,402,1446736,413353
16,Michoacán,80,Senguio,71100,Haba verde,63,403,1219596,19359
8,Chihuahua,38,Julimes,90600,Semilla de trigo grano,76,403,2255680,29680
14,Jalisco,98,San Pedro Tlaquepaque,57400,Calabacita,22,403,1426472,64840
12,Guerrero,36,Igualapa,81300,Papaya,21,403,1395330,66444
16,Michoacán,34,Hidalgo,70600,Guayaba,24,403,1547909,64496
11,Guanajuato,1,Abasolo,68400,Frijol,332,404,3126620,9417
12,Guerrero,21,Coyuca de Benítez,68400,Frijol,634,404,4616785,7282
7,Chiapas,36,La Grandeza,57100,Café cereza,141,405,2173887,15418
15,México,40,Ixtapan de La Sal,66100,Elote,38,405,1646739,43335
2,Baja California,3,Tecate,89700,Tomate rojo (jitomate),9,405,1964250,218250
8,Chihuahua,12,Carichí,55100,Avena grano,900,405,1822500,2025
11,Guanajuato,12,Cuerámaro,54900,Avena forrajera en verde,45,405,222750,4950
11,Guanajuato,37,Silao de La Victoria,81900,Pastos y praderas en verde,5,405,115753,23151
15,México,40,Ixtapan de La Sal,57900,Camote,26,405,1453566,55906
12,Guerrero,38,Zihuatanejo de Azueta,57100,Café cereza,385,405,2776187,7211
7,Chiapas,57,Motozintla,50600,Aguacate,77,405,5230305,68370
5,Coahuila,36,Viesca,87700,Sorgo escobero,301,406,1892000,6286
16,Michoacán,50,Maravatío,82500,Perón,33,406,2494375,76750
16,Michoacán,105,Vista Hermosa,55200,Semilla de avena grano,100,407,4269300,42693
12,Guerrero,21,Coyuca de Benítez,76700,Melón,37,407,1724350,47242
14,Jalisco,81,Santa María de Los Ángeles,51700,Alfalfa verde,7,407,185927,26561
7,Chiapas,49,Larráinzar,68400,Frijol,1017,407,4570398,4494
14,Jalisco,59,Mazamitla,61300,Chile verde morrón,9,407,6052838,672538
12,Guerrero,57,Técpan de Galeana,68400,Frijol,447,407,3582133,8014
17,Morelos,19,Tepalcingo,83900,Plátano,14,407,1287021,91930
13,Hidalgo,30,Ixmiquilpan,61900,Cilantro,48,408,1305600,27200
13,Hidalgo,65,Tetepango,81900,Pastos y praderas en verde,4,408,117716,29429
16,Michoacán,104,Villamar,63100,Col (repollo),8,408,979200,122400
10,Durango,17,Ocampo,61200,Chile verde,55,408,3265600,59810
10,Durango,13,Mapimí,74900,Maíz grano,239,408,1449820,6066
13,Hidalgo,23,Francisco I. Madero,68400,Frijol,309,408,4024298,13024
17,Morelos,18,Temixco,66100,Elote,43,409,1000220,23261
2,Baja California,1,Ensenada,51100,Albahaca,36,409,8039400,223317
7,Chiapas,41,La Independencia,89800,Tomate verde,45,410,2497950,55510
13,Hidalgo,60,Tenango de Doria,58200,Caña de azucar,45,410,157658,3504
7,Chiapas,107,Villa Corzo,61200,Chile verde,19,410,2446299,132232
14,Jalisco,66,Poncitlán,69400,Girasol,357,410,1557392,4362
16,Michoacán,76,Sahuayo,57400,Calabacita,24,410,1285000,53542
14,Jalisco,68,Villa Purificación,61200,Chile verde,14,410,1356318,96880
13,Hidalgo,39,Mineral del Monte,74900,Maíz grano,451,410,1723722,3822
7,Chiapas,61,Ocozocoautla de Espinosa,78500,Naranja,51,411,502924,9861
15,México,106,Toluca,81000,Papa,20,411,2762630,138132
17,Morelos,13,Jonacatepec,74900,Maíz grano,140,411,1474358,10531
15,México,120,Zumpango,91100,Triticale grano,257,411,1315840,5120
12,Guerrero,34,Huitzuco de Los Figueroa,75600,Mango,83,411,1936253,23328
16,Michoacán,14,Coahuayana,92900,Zapote,84,412,3493562,41590
10,Durango,38,Vicente Guerrero,90600,Semilla de trigo grano,100,412,4942800,49428
13,Hidalgo,36,San Agustín Metzquititlán,66000,Ejote,54,412,2576378,47360
14,Jalisco,85,Tamazula de Gordiano,82100,Pepino,28,412,2442800,87243
14,Jalisco,107,Tuxcueca,89700,Tomate rojo (jitomate),9,412,2513200,267362
16,Michoacán,76,Sahuayo,92700,Zanahoria,21,412,936000,44571
15,México,106,Toluca,91100,Triticale grano,125,413,1362075,10897
15,México,36,Hueypoxtla,91100,Triticale grano,258,413,1401778,5433
7,Chiapas,23,Chamula,65300,Durazno,71,413,3709178,52242
11,Guanajuato,4,Apaseo El Alto,92700,Zanahoria,18,414,503701,27983
11,Guanajuato,43,Victoria,89700,Tomate rojo (jitomate),10,414,2613751,275132
14,Jalisco,96,Tizapán El Alto,60700,Chícharo,49,415,3062900,62508
14,Jalisco,23,Zapotlán el Grande,75000,Semilla de maíz grano,50,415,1577000,31540
15,México,96,Tequixquiac,89700,Tomate rojo (jitomate),1,415,3735000,3735000
12,Guerrero,15,Buenavista de Cuéllar,58200,Caña de azucar,17,416,432440,25438
2,Baja California,5,Playas de Rosarito,79200,Nopalitos,13,416,1124501,86500
5,Coahuila,16,Lamadrid,90500,Trigo grano,110,416,1497960,13680
7,Chiapas,59,Ocosingo,57700,Calabaza semilla o chihua,1011,416,10677000,10561
14,Jalisco,44,Ixtlahuacán de Los Membrillos,53700,Apio,18,417,1416100,80920
12,Guerrero,56,Tecoanapa,88800,Tamarindo,85,417,1814265,21344
6,Colima,6,Ixtlahuacán,88800,Tamarindo,131,417,2643949,20183
8,Chihuahua,51,Ocampo,75800,Manzana,63,417,2459000,39032
3,Baja California Sur,9,Loreto,71700,Hortalizas,23,417,2295975,99825
14,Jalisco,24,Cocula,50600,Aguacate,37,418,9574011,256676
4,Campeche,9,Escárcega,68400,Frijol,646,419,6257654,9687
13,Hidalgo,74,Tlaxcoapan,66000,Ejote,59,419,1659150,28121
14,Jalisco,54,El Limón,88100,Sorgo grano,103,419,1476220,14402
12,Guerrero,13,Azoyú,64000,Copra,228,420,2519385,11050
2,Baja California,3,Tecate,57400,Calabacita,30,420,2098500,69950
6,Colima,10,Villa de Álvarez,74700,Maíz forrajero en verde,12,420,159600,13300
8,Chihuahua,47,Moris,90400,Trigo forrajero verde,50,420,168000,3360
11,Guanajuato,28,Salvatierra,61200,Chile verde,35,420,1743000,49800
11,Guanajuato,45,Xichú,74900,Maíz grano,1400,420,1780002,1271
14,Jalisco,15,Autlán de Navarro,97000,Maralfalfa,6,420,344400,57400
16,Michoacán,45,Jiquilpan,50600,Aguacate,60,420,3682673,61378
16,Michoacán,50,Maravatío,79200,Nopalitos,6,420,533400,88900
16,Michoacán,99,Tuzantla,57400,Calabacita,20,420,2125200,106260
1,Aguascalientes,6,Pabellón de Arteaga,87900,Sorgo forrajero en verde,19,421,166285,8752
2,Baja California,2,Mexicali,92500,Semilla de zacate,453,421,30295440,66815
15,México,107,Tonatico,57400,Calabacita,41,421,2688750,65579
15,México,64,El Oro,86600,Rye grass en verde,20,422,210750,10538
14,Jalisco,83,Tala,54900,Avena forrajera en verde,23,422,192085,8352
16,Michoacán,17,Contepec,68200,Fresa,21,422,2397528,114168
16,Michoacán,5,Angangueo,81900,Pastos y praderas en verde,11,423,402624,36602
16,Michoacán,45,Jiquilpan,92700,Zanahoria,21,423,944800,44990
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,57400,Calabacita,34,423,1481550,43575
5,Coahuila,37,Villa Unión,88100,Sorgo grano,207,424,1282797,6197
13,Hidalgo,39,Mineral del Monte,54900,Avena forrajera en verde,55,425,159097,2893
12,Guerrero,1,Acapulco de Juárez,68400,Frijol,506,425,5787666,11438
16,Michoacán,80,Senguio,81900,Pastos y praderas en verde,10,425,408000,40800
15,México,49,Joquicingo,57400,Calabacita,48,425,1690488,35219
14,Jalisco,81,Santa María de Los Ángeles,54900,Avena forrajera en verde,23,426,231399,10061
8,Chihuahua,36,Jiménez,74900,Maíz grano,107,426,1704000,16000
14,Jalisco,55,Magdalena,56700,Brócoli,20,426,1810500,90525
16,Michoacán,44,Jiménez,69000,Garbanzo grano,640,426,3621000,5658
8,Chihuahua,66,Uruachi,90400,Trigo forrajero verde,52,426,162032,3116
14,Jalisco,38,Guachinango,68900,Garbanzo forrajero,82,426,547378,6675
12,Guerrero,30,Florencio Villarreal,61200,Chile verde,57,426,3286392,57656
16,Michoacán,47,Jungapeo,72400,Jícama,17,427,1164891,68523
8,Chihuahua,23,Galeana,55100,Avena grano,95,428,1410750,14850
13,Hidalgo,8,Apan,74500,Maguey pulquero (miles de lts.),5,428,2510455,502091
14,Jalisco,106,Tuxcacuesco,88100,Sorgo grano,213,428,1541268,7236
11,Guanajuato,29,San Diego de La Unión,87900,Sorgo forrajero en verde,42,428,154224,3672
16,Michoacán,85,Tangancícuaro,88100,Sorgo grano,68,428,1456560,21420
17,Morelos,28,Xochitepec,88100,Sorgo grano,204,428,1494675,7327
15,México,68,Ozumba,79200,Nopalitos,27,429,379453,14054
5,Coahuila,13,Hidalgo,76700,Melón,30,429,1372800,45760
8,Chihuahua,51,Ocampo,90400,Trigo forrajero verde,55,429,163020,2964
14,Jalisco,45,Ixtlahuacán del Río,50600,Aguacate,36,429,6772537,188126
16,Michoacán,76,Sahuayo,54900,Avena forrajera en verde,22,429,398970,18135
14,Jalisco,119,Zacoalco de Torres,68100,Frambuesa,26,430,5123766,197068
15,México,36,Hueypoxtla,90500,Trigo grano,236,430,1311857,5559
13,Hidalgo,64,Tepetitlán,90900,Triticale forrajero en verde,25,430,236500,9460
2,Baja California,1,Ensenada,50700,Ajo,34,431,10046100,299884
14,Jalisco,94,Tequila,73900,Limón,29,431,2335586,80261
5,Coahuila,35,Torreón,57400,Calabacita,17,431,991300,58312
11,Guanajuato,12,Cuerámaro,73300,Lechuga,24,432,1555200,64800
11,Guanajuato,27,Salamanca,89800,Tomate verde,36,432,1252800,34800
16,Michoacán,88,Tarímbaro,82100,Pepino,18,432,3240000,180000
17,Morelos,24,Tlaltizapán de Zapata,78500,Naranja,16,434,979314,61207
12,Guerrero,1,Acapulco de Juárez,82100,Pepino,29,434,1652606,56986
1,Aguascalientes,1,Aguascalientes,79200,Nopalitos,12,434,1202449,100204
7,Chiapas,25,Chapultenango,74900,Maíz grano,407,434,1625676,3999
15,México,51,Lerma,71100,Haba verde,43,434,2264875,52672
10,Durango,5,Durango,68500,Semilla de frijol,181,434,9991200,55200
13,Hidalgo,44,Nopala de Villagrán,51700,Alfalfa verde,7,435,157745,22535
12,Guerrero,11,Atoyac de Álvarez,87900,Sorgo forrajero en verde,20,435,300991,15050
13,Hidalgo,66,Villa de Tezontepec,74900,Maíz grano,277,435,1478259,5337
10,Durango,9,Guanaceví,87900,Sorgo forrajero en verde,54,435,153449,2842
2,Baja California,2,Mexicali,56400,Betabel,29,435,5866949,202309
16,Michoacán,83,Tancítaro,65300,Durazno,60,435,3280722,54679
9,Distrito Federal,11,Tláhuac,50100,Acelga,39,435,1692065,43723
1,Aguascalientes,4,Cosío,92200,Zacate,67,436,108875,1625
10,Durango,32,Santiago Papasquiaro,61200,Chile verde,91,436,5008365,55037
17,Morelos,23,Tlalnepantla,92700,Zanahoria,18,436,1628338,90463
17,Morelos,10,Jantetelco,74900,Maíz grano,192,436,1613866,8406
5,Coahuila,1,Abasolo,86600,Rye grass en verde,15,437,200790,13386
7,Chiapas,46,Jiquipilas,68400,Frijol,1185,437,4778166,4032
16,Michoacán,50,Maravatío,92700,Zanahoria,40,437,1430709,36220
11,Guanajuato,37,Silao de La Victoria,66500,Espárrago,67,437,7426280,110840
15,México,117,Zacualpan,65300,Durazno,81,437,2345501,28957
5,Coahuila,17,Matamoros,79600,Nuez,578,437,26226000,45413
8,Chihuahua,7,Balleza,75800,Manzana,120,438,1890000,15750
12,Guerrero,71,Xochistlahuaca,78500,Naranja,48,438,1741466,36281
13,Hidalgo,48,Pachuca de Soto,81900,Pastos y praderas en verde,12,438,108225,9019
