CLAVE ENTIDAD,ENTIDAD,CLAVE MUNICIPIO,MUNICIPIO,PRODUCTO_ID,CULTIVO,SUPERFICE COSECHADA (ha),VOLUMEN DE LA PRODUCCIÓN (ton),VALOR DE LA PRODUCCIÓN (pesos),VALOR PROD. / SUP. COSECHADA
15,México,83,Temamatla,89800,Tomate verde,15,308,679575,45305
13,Hidalgo,44,Nopala de Villagrán,90900,Triticale forrajero en verde,33,308,275168,8338
12,Guerrero,50,Pungarabato,83900,Plátano,19,308,1033411,54390
10,Durango,9,Guanaceví,81000,Papa,77,308,3110800,40400
17,Morelos,17,Puente de Ixtla,56900,Cacahuate,142,308,2768995,19500
14,Jalisco,44,Ixtlahuacán de Los Membrillos,70600,Guayaba,22,308,1079085,49049
13,Hidalgo,30,Ixmiquilpan,77900,Nabo forrajero,26,308,285974,10999
6,Colima,7,Manzanillo,50600,Aguacate,33,309,4233210,128279
9,Distrito Federal,11,Tláhuac,66700,Espinaca,41,309,1465617,36188
4,Campeche,4,Champotón,57700,Calabaza semilla o chihua,2217,309,13918500,6278
16,Michoacán,50,Maravatío,82100,Pepino,17,309,646646,38038
15,México,3,Aculco,79200,Nopalitos,7,310,1935938,276563
17,Morelos,22,Tetela del Volcán,71500,Higo,63,310,2500591,39692
8,Chihuahua,23,Galeana,51900,Algodón hueso,70,310,3434210,48747
11,Guanajuato,9,Comonfort,90500,Trigo grano,50,310,1136001,22720
12,Guerrero,23,Cuajinicuilapa,83900,Plátano,14,310,979181,69942
12,Guerrero,36,Igualapa,68400,Frijol,371,311,3896510,10503
11,Guanajuato,27,Salamanca,63100,Col (repollo),23,311,1083811,47328
16,Michoacán,97,Turicato,68400,Frijol,405,312,3255113,8037
11,Guanajuato,25,Purísima del Rincón,54900,Avena forrajera en verde,12,312,99840,8320
14,Jalisco,84,Talpa de Allende,50600,Aguacate,30,312,7257373,241912
15,México,34,Ecatzingo,50600,Aguacate,34,312,2696085,79297
16,Michoacán,94,Tlazazalca,65400,Ebo (janamargo o veza),30,313,248625,8288
14,Jalisco,12,Atenguillo,88100,Sorgo grano,68,313,964960,14191
8,Chihuahua,42,Manuel Benavides,51600,Alfalfa achicalada,20,313,735891,36795
8,Chihuahua,48,Namiquipa,90400,Trigo forrajero verde,20,313,187988,9399
10,Durango,32,Santiago Papasquiaro,59200,Cebada grano,180,314,1246735,6926
16,Michoacán,82,Tacámbaro,73800,Lima,33,314,818222,24795
12,Guerrero,16,Coahuayutla de José María Izazaga,89700,Tomate rojo (jitomate),31,314,1469666,48186
7,Chiapas,83,Socoltenango,68400,Frijol,570,314,3768000,6611
14,Jalisco,79,Gómez Farías,69050,Garbanzo porquero,136,314,507600,3732
17,Morelos,20,Tepoztlán,89800,Tomate verde,23,314,1571054,68011
7,Chiapas,4,Altamirano,83900,Plátano,23,314,614153,26702
11,Guanajuato,7,Celaya,57400,Calabacita,26,315,1034638,39794
3,Baja California Sur,8,Los Cabos,50600,Aguacate,40,315,3430026,85751
11,Guanajuato,4,Apaseo El Alto,73300,Lechuga,18,315,701751,38986
14,Jalisco,65,Pihuamo,50600,Aguacate,45,315,3752400,83387
14,Jalisco,110,Unión de Tula,61200,Chile verde,9,315,1325950,147328
15,México,47,Jiquipilco,89800,Tomate verde,12,315,1905882,158824
16,Michoacán,84,Tangamandapio,71700,Hortalizas,15,315,371700,24780
16,Michoacán,92,Tiquicheo de Nicolás Romero,82100,Pepino,15,315,945000,63000
11,Guanajuato,39,Tarimoro,57400,Calabacita,27,316,1112799,41215
15,México,97,Texcaltitlán,65300,Durazno,29,316,1866295,64355
12,Guerrero,61,Tixtla de Guerrero,57400,Calabacita,28,316,892170,31863
16,Michoacán,32,Erongarícuaro,90500,Trigo grano,150,316,989183,6595
8,Chihuahua,21,Delicias,88300,Soya,105,316,2846340,27000
11,Guanajuato,44,Villagrán,57400,Calabacita,27,316,1080800,40030
13,Hidalgo,76,Tula de Allende,90500,Trigo grano,174,317,1089239,6260
11,Guanajuato,17,Irapuato,61200,Chile verde,4,317,2085480,496543
15,México,37,Huixquilucan,86600,Rye grass en verde,11,318,146815,13982
12,Guerrero,73,Zirándaro,89700,Tomate rojo (jitomate),9,318,1096065,121785
16,Michoacán,46,Juárez,60500,Chayote,4,318,434118,108529
16,Michoacán,98,Tuxpan,68400,Frijol,318,318,3498000,11000
17,Morelos,16,Ocuituco,70100,Granada,60,318,2590399,43173
9,Distrito Federal,13,Xochimilco,66700,Espinaca,41,318,1580029,39013
12,Guerrero,11,Atoyac de Álvarez,88100,Sorgo grano,153,318,1147653,7501
12,Guerrero,59,Tepecoacuilco de Trujano,79800,Okra (angú o gombo),41,318,2601436,63450
17,Morelos,10,Jantetelco,59400,Cebolla,11,319,1034900,94082
15,México,21,Coatepec Harinas,59400,Cebolla,19,320,2235050,117634
11,Guanajuato,38,Tarandacuao,72400,Jícama,10,320,1344000,134400
11,Guanajuato,46,Yuriria,54900,Avena forrajera en verde,20,320,176000,8800
12,Guerrero,22,Coyuca de Catalán,87100,Sandía,20,320,1120000,56000
16,Michoacán,79,Salvador Escalante,56500,Arándano,40,320,28025600,700640
8,Chihuahua,62,Saucillo,89800,Tomate verde,13,320,1120105,89251
12,Guerrero,79,José Joaquín de Herrera,82900,Piña,30,320,1884723,62824
10,Durango,34,Tamazula,65300,Durazno,105,320,2562000,24400
14,Jalisco,4,Amacueca,83500,Pitaya,35,320,1376162,39319
8,Chihuahua,7,Balleza,81000,Papa,40,320,2242800,56070
12,Guerrero,46,Ometepec,78300,Nanche,60,320,1350069,22501
5,Coahuila,19,Morelos,79600,Nuez,649,321,22270900,34316
8,Chihuahua,35,Janos,75800,Manzana,42,321,2108039,50191
14,Jalisco,17,Ayutla,68900,Garbanzo forrajero,80,321,457942,5724
7,Chiapas,87,Suchiate,73900,Limón,45,321,636390,14142
5,Coahuila,35,Torreón,76700,Melón,10,321,839745,83975
16,Michoacán,1,Acuitzio,65400,Ebo (janamargo o veza),33,321,270090,8185
12,Guerrero,27,Cutzamala de Pinzón,50800,Ajonjolí,502,321,5707353,11369
11,Guanajuato,15,Guanajuato,68400,Frijol,927,322,2156490,2326
7,Chiapas,86,Suchiapa,56900,Cacahuate,293,322,2734875,9350
9,Distrito Federal,13,Xochimilco,66100,Elote,70,322,2387401,34106
11,Guanajuato,37,Silao de La Victoria,63100,Col (repollo),11,322,736600,66964
12,Guerrero,59,Tepecoacuilco de Trujano,59400,Cebolla,14,322,1297660,92690
16,Michoacán,76,Sahuayo,63100,Col (repollo),7,322,772800,110400
1,Aguascalientes,1,Aguascalientes,91200,Tuna,105,322,962776,9169
14,Jalisco,85,Tamazula de Gordiano,69050,Garbanzo porquero,250,323,488175,1953
15,México,40,Ixtapan de La Sal,81900,Pastos y praderas en verde,15,323,286499,19100
16,Michoacán,68,Peribán,68100,Frambuesa,25,323,20550535,822021
14,Jalisco,21,Casimiro Castillo,88800,Tamarindo,72,323,1733956,24083
8,Chihuahua,39,López,61100,Chile seco,129,323,15232679,118542
10,Durango,28,San Juan del Río,68400,Frijol,1615,323,2810549,1740
14,Jalisco,120,Zapopan,75600,Mango,95,323,2018750,21250
1,Aguascalientes,9,Tepezalá,50700,Ajo,27,324,3672602,136022
2,Baja California,1,Ensenada,74900,Maíz grano,81,324,1271680,15700
11,Guanajuato,16,Huanímaro,54900,Avena forrajera en verde,12,324,178200,14850
14,Jalisco,13,Atotonilco El Alto,55100,Avena grano,72,324,1020600,14175
16,Michoacán,41,Irimbo,81900,Pastos y praderas en verde,8,324,296781,37098
16,Michoacán,42,Ixtlán,73300,Lechuga,12,324,1101600,91800
16,Michoacán,18,Copándaro,88100,Sorgo grano,69,325,1205208,17467
16,Michoacán,35,La Huacana,68400,Frijol,290,325,2761800,9523
16,Michoacán,64,Parácuaro,75400,Mamey,60,325,2136303,35605
13,Hidalgo,38,Mineral del Chico,74500,Maguey pulquero (miles de lts.),4,325,2322320,580580
12,Guerrero,26,Cuetzala del Progreso,78300,Nanche,50,325,1186900,23738
15,México,97,Texcaltitlán,60700,Chícharo,68,325,1327330,19520
7,Chiapas,77,Salto de Agua,57000,Cacao,765,326,9358125,12233
10,Durango,16,Nombre de Dios,81900,Pastos y praderas en verde,6,326,102690,17115
1,Aguascalientes,5,Jesús María,63100,Col (repollo),8,327,853128,106641
14,Jalisco,85,Tamazula de Gordiano,57400,Calabacita,19,327,1372140,72218
13,Hidalgo,70,Tlahuelilpan,68400,Frijol,331,327,3168294,9572
12,Guerrero,55,Taxco de Alarcón,75600,Mango,46,327,1308000,28435
7,Chiapas,17,Cintalapa,68400,Frijol,784,327,3423208,4366
15,México,61,Nopaltepec,91100,Triticale grano,204,327,1030945,5042
1,Aguascalientes,5,Jesús María,56700,Brócoli,25,327,1493481,59739
12,Guerrero,18,Copala,76700,Melón,17,327,866559,50974
12,Guerrero,68,La Unión de Isidoro Montes de Oca,61200,Chile verde,48,328,1454809,30309
14,Jalisco,102,Tonaya,51700,Alfalfa verde,4,328,247059,61765
16,Michoacán,50,Maravatío,66100,Elote,41,328,1006960,24560
16,Michoacán,52,Lázaro Cárdenas,79200,Nopalitos,6,328,2203602,367267
14,Jalisco,5,Amatitán,88100,Sorgo grano,71,328,1026433,14457
14,Jalisco,47,Jamay,75000,Semilla de maíz grano,40,328,1379280,34482
17,Morelos,21,Tetecala,74900,Maíz grano,126,329,1240425,9845
5,Coahuila,3,Allende,74900,Maíz grano,147,329,1249191,8527
9,Distrito Federal,13,Xochimilco,91700,Verdolaga,59,329,1701613,29087
12,Guerrero,48,Petatlán,88100,Sorgo grano,175,329,1008760,5764
12,Guerrero,39,Juan R. Escudero,73900,Limón,30,330,1036039,34535
14,Jalisco,20,Cabo Corrientes,78500,Naranja,28,330,1245832,44494
3,Baja California Sur,3,La Paz,14000,Palo de arco,11,330,3135000,285000
8,Chihuahua,11,Camargo,64500,Crisantemo (gruesa),2,330,130680,65340
10,Durango,10,Hidalgo,51700,Alfalfa verde,6,330,171600,28600
11,Guanajuato,25,Purísima del Rincón,59200,Cebada grano,60,330,1122000,18700
12,Guerrero,25,Cuautepec,87100,Sandía,15,330,794399,52960
15,México,34,Ecatzingo,81900,Pastos y praderas en verde,6,330,110550,18425
12,Guerrero,53,San Marcos,72200,Jamaica,806,330,6561118,8140
14,Jalisco,18,La Barca,50600,Aguacate,25,331,6871586,274863
15,México,39,Ixtapaluca,73300,Lechuga,21,332,1301896,63507
16,Michoacán,64,Parácuaro,73800,Lima,65,332,1331655,20487
14,Jalisco,31,Chimaltitán,81900,Pastos y praderas en verde,20,332,129440,6472
11,Guanajuato,23,Pénjamo,75000,Semilla de maíz grano,81,332,3985200,49200
17,Morelos,17,Puente de Ixtla,73900,Limón,27,332,2076060,76891
13,Hidalgo,50,Progreso de Obregón,57400,Calabacita,35,333,1254313,35838
10,Durango,39,Nuevo Ideal,89700,Tomate rojo (jitomate),3,333,2662400,1040000
3,Baja California Sur,3,La Paz,63100,Col (repollo),21,333,1003061,48930
15,México,89,Tenango del Aire,90500,Trigo grano,110,333,1111178,10102
8,Chihuahua,65,Urique,81000,Papa,68,333,3298680,48510
12,Guerrero,13,Azoyú,75600,Mango,31,333,1494578,48212
12,Guerrero,5,Alpoyeca,75400,Mamey,30,333,3050949,103422
12,Guerrero,56,Tecoanapa,50800,Ajonjolí,397,333,5477742,13798
14,Jalisco,38,Guachinango,88100,Sorgo grano,75,334,1068000,14240
2,Baja California,1,Ensenada,56400,Betabel,18,334,2050146,113897
7,Chiapas,1,Acacoyagua,50600,Aguacate,53,334,1242669,23447
16,Michoacán,9,Ario,89800,Tomate verde,40,334,1825757,45644
7,Chiapas,110,San Lucas,75600,Mango,36,334,414631,11518
13,Hidalgo,61,Tepeapulco,51700,Alfalfa verde,9,335,84021,9336
15,México,81,Tecámac,68400,Frijol,397,335,4886570,12309
12,Guerrero,49,Pilcaya,57900,Camote,37,335,1314094,36003
13,Hidalgo,16,Cuautepec de Hinojosa,79200,Nopalitos,10,335,927210,92721
15,México,67,Otzolotepec,71100,Haba verde,50,335,1769834,35397
14,Jalisco,106,Tuxcacuesco,89800,Tomate verde,12,335,1255250,104604
14,Jalisco,118,Yahualica de González Gallo,61100,Chile seco,332,335,9581668,28860
16,Michoacán,3,Álvaro Obregón,89800,Tomate verde,31,336,1864500,61131
13,Hidalgo,40,La Misión,57100,Café cereza,280,336,1693440,6048
15,México,90,Tenango del Valle,50600,Aguacate,15,336,3957001,263800
16,Michoacán,113,José Sixto Verduzco,66500,Espárrago,48,336,11760000,245000
17,Morelos,1,Amacuzac,75600,Mango,21,336,1170090,55719
8,Chihuahua,9,Bocoyna,68400,Frijol,868,336,3241340,3734
8,Chihuahua,20,Chínipas,68400,Frijol,902,337,2701496,2995
17,Morelos,29,Yautepec,54100,Arroz palay,33,337,1085279,32887
5,Coahuila,35,Torreón,79600,Nuez,319,337,20211600,63399
7,Chiapas,24,Chanal,68400,Frijol,843,337,3742920,4440
17,Morelos,8,Emiliano Zapata,66100,Elote,36,337,808236,22767
16,Michoacán,70,Purépero,66100,Elote,25,338,962550,38502
17,Morelos,4,Ayala,89700,Tomate rojo (jitomate),15,338,2814126,187608
17,Morelos,30,Yecapixtla,65300,Durazno,45,338,2853752,63417
10,Durango,32,Santiago Papasquiaro,81000,Papa,65,338,3211000,49400
15,México,123,Luvianos,87100,Sandía,14,339,1042320,74451
12,Guerrero,73,Zirándaro,50800,Ajonjolí,492,339,5692910,11571
13,Hidalgo,36,San Agustín Metzquititlán,89700,Tomate rojo (jitomate),22,340,2508714,116144
8,Chihuahua,25,Gómez Farías,75800,Manzana,20,340,2203200,110160
11,Guanajuato,11,Cortazar,50500,Agave,4,340,714000,178500
15,México,32,Donato Guerra,66100,Elote,20,340,1394000,69700
15,México,66,Otzoloapan,66100,Elote,20,340,1462000,73100
15,México,84,Temascalapa,90500,Trigo grano,200,340,1156000,5780
16,Michoacán,11,Briseñas,59600,Cebollín,10,340,3400000,340000
10,Durango,23,Pueblo Nuevo,65300,Durazno,128,340,2860032,22344
15,México,82,Tejupilco,50600,Aguacate,48,341,3688001,76833
17,Morelos,15,Miacatlán,62200,Ciruela,51,341,1689893,33135
15,México,86,Temascaltepec,89800,Tomate verde,20,341,2683590,137620
16,Michoacán,17,Contepec,57400,Calabacita,33,342,1781763,54823
11,Guanajuato,18,Jaral del Progreso,63300,Coliflor,19,342,1197000,63000
14,Jalisco,71,San Cristóbal de La Barranca,54900,Avena forrajera en verde,18,342,160080,8893
14,Jalisco,104,Totatiche,59000,Cebada forrajera en verde,15,342,174420,11628
15,México,78,Santo Tomás,66100,Elote,19,342,1554301,81805
15,México,107,Tonatico,81900,Pastos y praderas en verde,15,342,171000,11400
16,Michoacán,41,Irimbo,68200,Fresa,20,342,2245377,112269
1,Aguascalientes,6,Pabellón de Arteaga,91300,Uva,21,342,677198,32248
15,México,83,Temamatla,55100,Avena grano,120,343,1284750,10706
12,Guerrero,38,Zihuatanejo de Azueta,61200,Chile verde,50,344,1587025,31740
14,Jalisco,22,Cihuatlán,88800,Tamarindo,70,344,1838567,26265
14,Jalisco,121,Zapotiltic,88100,Sorgo grano,83,344,1000710,12115
12,Guerrero,50,Pungarabato,81900,Pastos y praderas en verde,25,345,215987,8639
14,Jalisco,15,Autlán de Navarro,57400,Calabacita,25,345,1412500,56500
14,Jalisco,107,Tuxcueca,68900,Garbanzo forrajero,78,345,1449000,18577
14,Jalisco,59,Mazamitla,65300,Durazno,55,345,3996656,72666
14,Jalisco,33,Degollado,54900,Avena forrajera en verde,15,346,132178,8812
15,México,40,Ixtapan de La Sal,68400,Frijol,267,346,4366870,16355
14,Jalisco,58,Mascota,59400,Cebolla,12,346,1105920,92160
16,Michoacán,50,Maravatío,61200,Chile verde,48,346,2913985,60708
11,Guanajuato,2,Acámbaro,61300,Chile verde morrón,4,346,3388840,891800
11,Guanajuato,2,Acámbaro,89800,Tomate verde,30,346,2248640,74955
17,Morelos,13,Jonacatepec,89800,Tomate verde,24,346,1574300,65596
16,Michoacán,44,Jiménez,80000,Olleto,11,347,196462,17860
16,Michoacán,48,Lagunillas,51700,Alfalfa verde,9,347,329175,36575
12,Guerrero,26,Cuetzala del Progreso,75600,Mango,40,347,1798748,44969
12,Guerrero,28,Chilapa de Álvarez,86100,Rosa (gruesa),0,347,45978,183910
15,México,83,Temamatla,54900,Avena forrajera en verde,20,347,156150,7808
16,Michoacán,59,Nuevo Urecho,89700,Tomate rojo (jitomate),18,347,1347301,74850
7,Chiapas,56,Mitontic,65300,Durazno,61,348,2965505,48615
12,Guerrero,55,Taxco de Alarcón,50500,Agave,8,348,417600,52200
13,Hidalgo,74,Tlaxcoapan,81900,Pastos y praderas en verde,4,348,103634,25909
16,Michoacán,76,Sahuayo,61200,Chile verde,26,348,1490175,57314
16,Michoacán,88,Tarímbaro,66100,Elote,37,348,1257000,33973
16,Michoacán,106,Yurécuaro,54900,Avena forrajera en verde,39,348,302425,7754
14,Jalisco,96,Tizapán El Alto,61900,Cilantro,33,348,721054,21850
7,Chiapas,114,Benemérito de Las Américas,73900,Limón,136,348,973521,7185
7,Chiapas,116,Marqués de Comillas,73900,Limón,141,349,1155286,8194
11,Guanajuato,1,Abasolo,78400,Napa,18,349,1552360,86242
16,Michoacán,103,Venustiano Carranza,73300,Lechuga,24,349,1335870,55661
13,Hidalgo,59,Tecozautla,50700,Ajo,48,350,4704704,98015
5,Coahuila,27,Ramos Arizpe,79600,Nuez,395,350,26031000,65901
8,Chihuahua,15,Coyame del Sotol,81900,Pastos y praderas en verde,14,350,192500,13750
13,Hidalgo,38,Mineral del Chico,75800,Manzana,53,350,2166000,40868
14,Jalisco,96,Tizapán El Alto,60500,Chayote,10,350,1000902,100090
14,Jalisco,108,Tuxpan,87100,Sandía,10,350,1363999,136400
15,México,107,Tonatico,54700,Ave del paraíso (gruesa),1,350,111650,111650
16,Michoacán,54,Morelos,65400,Ebo (janamargo o veza),70,350,328500,4693
16,Michoacán,57,Nocupétaro,58200,Caña de azucar,10,350,227500,22750
16,Michoacán,113,José Sixto Verduzco,54900,Avena forrajera en verde,25,350,335899,13436
13,Hidalgo,79,Xochicoatlán,57100,Café cereza,292,350,1051200,3600
13,Hidalgo,28,Huejutla de Reyes,68400,Frijol,688,351,5148143,7483
10,Durango,34,Tamazula,68400,Frijol,878,351,3512000,4000
13,Hidalgo,37,Metztitlán,88100,Sorgo grano,65,352,896850,13798
15,México,56,Morelos,81000,Papa,14,352,1520664,108619
15,México,113,Villa Guerrero,66100,Elote,35,352,1143484,32671
15,México,39,Ixtapaluca,60700,Chícharo,69,352,2832795,41055
10,Durango,24,Rodeo,79600,Nuez,332,352,21115200,63600
6,Colima,4,Coquimatlán,82100,Pepino,22,352,1083199,49236
15,México,122,Valle de Chalco Solidaridad,66700,Espinaca,25,353,1305159,52206
16,Michoacán,23,Chavinda,71700,Hortalizas,15,353,387750,25850
15,México,2,Acolman,68400,Frijol,454,353,4305472,9483
15,México,120,Zumpango,57400,Calabacita,20,353,2118000,105900
7,Chiapas,35,Frontera Hidalgo,85100,Rambután,34,353,4048649,118071
5,Coahuila,3,Allende,79600,Nuez,710,353,24703290,34818
16,Michoacán,112,Zitácuaro,93100,Zarzamora,35,354,4470743,127736
1,Aguascalientes,6,Pabellón de Arteaga,50700,Ajo,34,354,4243200,124800
12,Guerrero,52,San Luis Acatlán,87100,Sandía,16,354,947468,59217
16,Michoacán,77,San Lucas,73900,Limón,35,354,1680850,48024
12,Guerrero,56,Tecoanapa,57700,Calabaza semilla o chihua,492,354,7298414,14834
15,México,6,Almoloya del Río,92700,Zanahoria,16,354,1223789,76487
12,Guerrero,28,Chilapa de Álvarez,88100,Sorgo grano,83,355,1129628,13668
5,Coahuila,30,Saltillo,90500,Trigo grano,75,355,1348734,17983
11,Guanajuato,39,Tarimoro,56700,Brócoli,20,355,1543994,77200
15,México,45,Jilotepec,91100,Triticale grano,145,355,1243375,8575
16,Michoacán,101,Tzitzio,61200,Chile verde,55,356,5206800,94669
12,Guerrero,35,Iguala de La Independencia,89800,Tomate verde,15,356,1951240,130083
13,Hidalgo,45,Omitlán de Juárez,75800,Manzana,44,356,2172960,49385
14,Jalisco,74,San Julián,87900,Sorgo forrajero en verde,17,356,348880,21144
11,Guanajuato,37,Silao de La Victoria,68400,Frijol,380,356,2559651,6736
6,Colima,6,Ixtlahuacán,87900,Sorgo forrajero en verde,27,357,215790,7992
3,Baja California Sur,1,Comondú,90000,Toronja (pomelo),17,357,1106700,65100
14,Jalisco,99,Tolimán,83500,Pitaya,70,357,5355000,76500
15,México,10,Apaxco,89700,Tomate rojo (jitomate),1,357,3927000,4620000
16,Michoacán,104,Villamar,66100,Elote,21,357,892500,42500
8,Chihuahua,2,Aldama,68400,Frijol,188,357,3393400,18050
13,Hidalgo,54,San Salvador,79200,Nopalitos,3,357,1296284,432095
14,Jalisco,108,Tuxpan,61200,Chile verde,18,357,4338075,241004
8,Chihuahua,8,Batopilas,68400,Frijol,1185,358,2960850,2499
14,Jalisco,97,Tlajomulco de Zúñiga,50600,Aguacate,25,358,6398114,253391
17,Morelos,5,Coatlán del Río,57400,Calabacita,24,358,1625060,67711
14,Jalisco,20,Cabo Corrientes,89800,Tomate verde,30,360,1834470,61149
2,Baja California,4,Tijuana,89700,Tomate rojo (jitomate),9,360,1620000,180000
7,Chiapas,40,Huixtla,81300,Papaya,5,360,1509804,301961
11,Guanajuato,26,Romita,61900,Cilantro,72,360,1340800,18622
11,Guanajuato,35,Santa Cruz de Juventino Rosas,63300,Coliflor,20,360,1350000,67500
13,Hidalgo,8,Apan,81000,Papa,20,360,1800000,90000
14,Jalisco,9,El Arenal,68900,Garbanzo forrajero,105,360,473602,4510
14,Jalisco,10,Atemajac de Brizuela,59000,Cebada forrajera en verde,19,360,64642,3402
14,Jalisco,76,San Martín de Bolaños,81900,Pastos y praderas en verde,25,360,141311,5652
14,Jalisco,96,Tizapán El Alto,73300,Lechuga,10,360,864000,86400
14,Jalisco,102,Tonaya,97000,Maralfalfa,5,360,283000,56600
14,Jalisco,102,Tonaya,87900,Sorgo forrajero en verde,18,360,201600,11200
14,Jalisco,115,Villa Guerrero,87900,Sorgo forrajero en verde,20,360,288000,14400
14,Jalisco,121,Zapotiltic,87100,Sandía,10,360,1440000,144000
15,México,101,Tianguistenco,73300,Lechuga,20,360,1260000,63000
16,Michoacán,8,Aquila,89800,Tomate verde,36,360,974203,27061
16,Michoacán,45,Jiquilpan,82100,Pepino,16,360,1440000,90000
16,Michoacán,76,Sahuayo,57600,Calabaza,18,360,1048000,58222
16,Michoacán,86,Tanhuato,66000,Ejote,40,360,1620000,40500
16,Michoacán,106,Yurécuaro,59200,Cebada grano,90,360,1350000,15000
16,Michoacán,108,Zamora,70600,Guayaba,45,360,1479377,32875
16,Michoacán,98,Tuxpan,71100,Haba verde,47,360,1029630,21907
8,Chihuahua,2,Aldama,76700,Melón,30,360,1080900,36030
7,Chiapas,16,Catazajá,78500,Naranja,50,361,955325,19107
14,Jalisco,4,Amacueca,90500,Trigo grano,65,361,1017524,15654
15,México,48,Jocotitlán,71100,Haba verde,30,361,1528800,50791
15,México,4,Almoloya de Alquisiras,89800,Tomate verde,31,361,2122301,68461
15,México,52,Malinalco,75400,Mamey,38,361,2604499,68539
16,Michoacán,83,Tancítaro,54900,Avena forrajera en verde,26,361,212992,8192
9,Distrito Federal,8,La Magdalena Contreras,74900,Maíz grano,207,362,1572699,7610
12,Guerrero,58,Teloloapan,89800,Tomate verde,25,362,1843007,73720
8,Chihuahua,41,Maguarichi,75800,Manzana,51,362,1531600,30031
6,Colima,5,Cuauhtémoc,57100,Café cereza,290,363,1919061,6617
7,Chiapas,109,Yajalón,68400,Frijol,924,363,4599136,4977
12,Guerrero,48,Petatlán,50600,Aguacate,46,364,3357258,73721
14,Jalisco,6,Ameca,54100,Arroz palay,70,364,1856400,26520
14,Jalisco,103,Tonila,88100,Sorgo grano,67,364,1055600,15755
14,Jalisco,123,Zapotlán del Rey,68900,Garbanzo forrajero,113,364,517000,4575
4,Campeche,2,Campeche,50600,Aguacate,24,365,1695060,70628
15,México,117,Zacualpan,88100,Sorgo grano,75,365,1057050,14094
16,Michoacán,85,Tangancícuaro,82100,Pepino,15,365,954990,63666
13,Hidalgo,74,Tlaxcoapan,63100,Col (repollo),16,365,935347,58459
16,Michoacán,52,Lázaro Cárdenas,87900,Sorgo forrajero en verde,11,365,146000,13273
10,Durango,5,Durango,59400,Cebolla,18,365,1827000,101500
14,Jalisco,71,San Cristóbal de La Barranca,73900,Limón,43,366,1913287,44495
15,México,14,Atlacomulco,71100,Haba verde,43,366,2511749,58413
16,Michoacán,97,Turicato,70600,Guayaba,53,366,1824262,34420
14,Jalisco,8,Arandas,54900,Avena forrajera en verde,17,366,175483,10323
16,Michoacán,94,Tlazazalca,93100,Zarzamora,12,366,13725000,1143750
15,México,93,Tepetlaoxtoc,74500,Maguey pulquero (miles de lts.),20,366,1730690,86535
17,Morelos,21,Tetecala,81900,Pastos y praderas en verde,23,367,348413,15485
12,Guerrero,18,Copala,73900,Limón,35,368,1215738,34735
6,Colima,4,Coquimatlán,64000,Copra,160,368,1685440,10534
11,Guanajuato,37,Silao de La Victoria,73300,Lechuga,20,368,592999,29650
16,Michoacán,74,Cojumatlán de Régules,66100,Elote,32,368,840800,26275
10,Durango,27,San Juan de Guadalupe,68400,Frijol,1578,368,3680400,2332
15,México,53,Melchor Ocampo,79200,Nopalitos,3,368,385118,128373
16,Michoacán,41,Irimbo,59400,Cebolla,19,369,1088051,57266
5,Coahuila,29,Sacramento,59000,Cebada forrajera en verde,15,369,206640,13776
14,Jalisco,10,Atemajac de Brizuela,90500,Trigo grano,82,369,1404089,17123
11,Guanajuato,27,Salamanca,50700,Ajo,31,369,4797650,157300
12,Guerrero,14,Benito Juárez,87900,Sorgo forrajero en verde,16,369,266494,16656
12,Guerrero,44,Mochitlán,56900,Cacahuate,393,369,4742137,12067
15,México,30,Chiconcuac,74900,Maíz grano,106,369,1289106,12219
15,México,23,Coyotepec,74700,Maíz forrajero en verde,10,370,118400,11840
16,Michoacán,4,Angamacutiro,69000,Garbanzo grano,210,370,1697000,8081
16,Michoacán,6,Apatzingán,72400,Jícama,16,370,999216,62451
16,Michoacán,80,Senguio,89800,Tomate verde,24,371,1614671,67278
12,Guerrero,16,Coahuayutla de José María Izazaga,61200,Chile verde,55,371,1698080,30874
14,Jalisco,67,Puerto Vallarta,73900,Limón,25,371,1704123,68165
5,Coahuila,29,Sacramento,90900,Triticale forrajero en verde,21,372,202796,9657
12,Guerrero,74,Zitlala,89700,Tomate rojo (jitomate),24,372,2120557,86589
7,Chiapas,51,Mapastepec,87100,Sandía,20,372,740280,37014
7,Chiapas,111,Zinacantán,75800,Manzana,95,372,3633224,38244
13,Hidalgo,69,Tizayuca,74900,Maíz grano,187,373,1232125,6607
8,Chihuahua,66,Uruachi,87900,Sorgo forrajero en verde,42,374,151389,3605
7,Chiapas,93,Tenejapa,65300,Durazno,68,374,3308950,48661
14,Jalisco,84,Talpa de Allende,50500,Agave,4,374,1711050,427763
16,Michoacán,62,Pajacuarán,66100,Elote,22,374,935000,42500
16,Michoacán,75,Los Reyes,70600,Guayaba,43,375,2218820,52208
15,México,7,Amanalco,60700,Chícharo,51,375,2661000,52176
10,Durango,18,El Oro,61200,Chile verde,25,375,562500,22500
14,Jalisco,23,Zapotlán el Grande,56700,Brócoli,15,375,2700000,180000
14,Jalisco,108,Tuxpan,88100,Sorgo grano,76,375,1087500,14309
16,Michoacán,105,Vista Hermosa,87100,Sandía,15,375,1387500,92500
12,Guerrero,27,Cutzamala de Pinzón,89700,Tomate rojo (jitomate),11,376,2988904,271719
